ENSMUSG00000018574	P50544	SUBUNIT: Homodimer. {ECO:0000250}.
ENSMUSG00000019179	P08249	SUBUNIT: Homodimer.
ENSMUSG00000030787	Q8BHC0	SUBUNIT: Homodimer; disulfide-linked. Interacts with PDGFB and IGFBP3. Forms a transient ternary complex with PDGFB and PDGFRB in TGN. {ECO:0000269|PubMed:10187853}.
ENSMUSG00000037703	A2AHG0	SUBUNIT: Interacts (via C-terminus) with SHANK3 (via PDZ domain). Interacts (via coiled coil) with SIPA1L1. Can form homooligomers (By similarity). {ECO:0000250}.
ENSMUSG00000037780	P39039	SUBUNIT: Oligomeric complex of 3 set of homotrimers. Oligomerization occurs in the endoplasmic reticulum (By similarity). Interacts with MASP1 and MASP2 (By similarity). {ECO:0000250}.
ENSMUSG00000047259	P56450	SUBUNIT: Interacts with ATRNL1. Homodimer; disulfide-linked, also forms higher order oligomers. Interacts with MGRN1, but does not undergo MGRN1-mediated ubiquitination; this interaction competes with GNAS-binding and thus inhibits agonist-induced cAMP production (By similarity). Interacts with MRAP and MRAP2; these associated factors increase ligand-sensitivity and generation of cAMP. {ECO:0000250, ECO:0000269|PubMed:14531729, ECO:0000269|PubMed:23869016}.
ENSMUSG00000026669	Q0VBD2	SUBUNIT: Self-associates (By similarity). Interacts with ORC2. May interact with MCM2 and MCM6. Interacts with the DNA polymerase alpha subunit POLA1. Interacts with RECQL4; this interaction regulates RECQL4 unwinding activity. Interacts with WDHD1 (By similarity). {ECO:0000250|UniProtKB:Q5EAW4, ECO:0000250|UniProtKB:Q7L590}.
ENSMUSG00000022534	Q9JJ26	SUBUNIT: Homotrimer. Interacts (via the B box-type zinc finger) with PSTPIP1. Interacts (via the B30.2/SPRY domain) with several components of the inflammasome complex, including CASP1 p20 and p10 subunits, CASP5, PYCARD, NLRP1, NLRP2 AND NLRP3, as well as with unprocessed IL1B; this interaction may lead to autophagic degradation of these proteins. Interacts with NFKBIA and RELA. Interacts weakly with VASP and ACTR3. Interacts with active ULK1 (phosphorylated on 'Ser-317') and BECN1 simultaneously. Also interacts with ATG16L1 (via WD repeats), and with ATG8 family members, including GABARAP, GABARAPL1 and, to a lesser extent, GABARAPL2, MAP1LC3A/LC3A and MAP1LC3C/LC3C. Interacts with TRIM21. {ECO:0000250|UniProtKB:O15553}.
ENSMUSG00000023914	P28825	SUBUNIT: Homotetramer consisting of disulfide-linked alpha subunits, homooligomer consisting of disulfide-linked alpha subunit homodimers, or heterotetramer of two alpha and two beta subunits formed by non-covalent association of two disulfide-linked heterodimers. Genetic factors determine which oligomer(s) will be formed (strain-specific). Interacts with MBL2 through its carbohydrate moiety. This interaction may inhibit its catalytic activity. {ECO:0000269|PubMed:16116208, ECO:0000269|PubMed:17040911, ECO:0000269|PubMed:1929422}.
ENSMUSG00000024313	Q61847	SUBUNIT: Homotetramer consisting of disulfide-linked beta subunits, or heterotetramer of two alpha and two beta subunits formed by non-covalent association of two disulfide-linked heterodimers. Interacts with MBL2 through its carbohydrate moiety. This interaction may inhibit its catalytic activity. {ECO:0000269|PubMed:16116208, ECO:0000269|PubMed:1929422}.
ENSMUSG00000042724	Q3U1V8	SUBUNIT: Homodimer. {ECO:0000250}.
ENSMUSG00000031853	Q8VDG6	SUBUNIT: Homodimer. Interacts with TLR4. {ECO:0000250}.
ENSMUSG00000047591	Q8CF90	SUBUNIT: Binds DNA as a homodimer (By similarity). Interacts with PCAF (By similarity). Interacts with NEUROD1 and PDX1. {ECO:0000250, ECO:0000269|PubMed:15665000}.
ENSMUSG00000074622	P54841	SUBUNIT: Homodimer or heterodimer with other bHLH-Zip transcription factors. Forms homodimers and heterodimers with FOS, FOSB and FOSL2, but not with JUN proteins (JUN, JUNB and JUND). Interacts with the intracellular cytoplasmic domain of LRP1 (LRPICD); the interaction results in a moderate reduction of MAFB transcriptional potential (By similarity). Binds DNA as a homodimer or a heterodimer. Interacts with PAX6; the interaction is direct. Interacts with ETS1 and LRP1. {ECO:0000250, ECO:0000269|PubMed:10790365, ECO:0000269|PubMed:15135046, ECO:0000269|PubMed:17901057}.
ENSMUSG00000026390	Q60754	SUBUNIT: Homotrimer. Trimers may assemble in larger oligomers thus resulting in the creation of a large surface capable of interacting with very large ligands. {ECO:0000269|PubMed:17405873}.
ENSMUSG00000029910	Q9Z1B5	SUBUNIT: Monomer and homodimer. Heterotetramer with MAD1L1. Formation of a heterotetrameric core complex containing two molecules each of MAD1L1 and of MAD2L1 promotes binding of another molecule of MAD2L1 to each MAD2L1, resulting in a heterohexamer. Interacts with CDC20, MAD2L1BP and with ADAM17/TACE. Dimeric MAD2L1 in the closed conformation interacts with CDC20. Monomeric MAD2L1 in the open conformation does not interact with CDC20. CDC20 competes with MAD1L1 for MAD2L1 binding. Interacts with TPR. Binds to UBD during mitosis. Kinetochore association is repressed by UBD (By similarity). Interacts with NEK2 (By similarity). {ECO:0000250}.
ENSMUSG00000030557	Q60929	SUBUNIT: Binds DNA as a homo- or heterodimer. Dimerizes with MEF2D. Interacts with HDAC7. Interacts with PIAS1; the interaction enhances sumoylation. Interacts with HDAC4, HDAC9 and SLC2A4RG. Interacts (via the N-terminal) with MAPK7; the interaction results in the phosphorylation and transcriptional activity of MEF2A (By similarity). {ECO:0000250}.
ENSMUSG00000003062	Q9DCI3	SUBUNIT: Can form homodimers. Interacts with STARD3 (By similarity). {ECO:0000250}.
ENSMUSG00000027668	Q811U4	SUBUNIT: Forms homomultimers and heteromultimers with MFN2. Multimerization, which is mediated by the second coiled coil region, may play an essential role in mitochondrion fusion. Participates in a high molecular weight multiprotein complex. Interacts with VAT1 (By similarity). {ECO:0000250}.
ENSMUSG00000029020	Q80U63	SUBUNIT: Forms homomultimers and heteromultimers with MFN1. Oligomerization, which is mediated by the second coiled coil region, may play an essential role in mitochondrion fusion. Interacts with VAT1. Interacts with STOML2; may form heterooligomers. Interacts (phosphorylated) with PARK2. {ECO:0000269|PubMed:23620051, ECO:0000269|PubMed:23921556}.
ENSMUSG00000008540	Q91VS7	SUBUNIT: Homotrimer; The trimer binds only one molecule of glutathione. {ECO:0000250}.
ENSMUSG00000032418	P06801	SUBUNIT: Homotetramer.
ENSMUSG00000040533	P51942	SUBUNIT: Homotrimer. Interacts with COMP (By similarity). {ECO:0000250}.
ENSMUSG00000020583	O35701	SUBUNIT: Can form homooligomers (monomers, dimers, trimers and tetramers) and heterooligomers with matrilin-1. Interacts with COMP (By similarity). {ECO:0000250}.
ENSMUSG00000037523	Q8VCF0	SUBUNIT: Self-associates and polymerizes (via CARD domains) to form 400 nM long three-stranded helical filaments on mitochondria, filament nucleation requires interaction with DDX58/RIG-I whose CARD domains act as a template for filament assembly (By similarity). Interacts with DDX58/RIG-I, IFIH1/MDA5, TRAF2, TRAF6 and C1QBP. May interact with IRF3, FADD, RIPK1, IKBKE, CHUK and IKBKB. Interacts with NLRX1. Interaction with NLRX1 requires the CARD domain. Interacts with PSMA7. Interacts with TRAFD1. Interacts (via C-terminus) with PCBP2 in a complex containing MAVS/IPS1, PCBP2 and ITCH. Interacts with CYLD. Interacts with SRC. Interacts with DHX58/LGP2 and IKBKE. Interacts with TMEM173/MITA. Interacts with IFIT3 (via N-terminus). Interacts with TBK1 only in the presence of IFIT3. Interacts with MUL1. Interacts with ANKRD17. {ECO:0000250|UniProtKB:Q7Z434, ECO:0000269|PubMed:18849341}.
ENSMUSG00000027994	Q810S1	SUBUNIT: Component of the uniplex complex, composed of MCU, MCUB, MICU1, MICU2 and EMRE/SMDT1 (By similarity). Heterotetramer with MCU; this reduces MCU channel activity. Homooligomer. {ECO:0000250|UniProtKB:Q9NWR8, ECO:0000269|PubMed:23900286}.
ENSMUSG00000029003	Q9D752	SUBUNIT: Homooligomer. Interacts with ADAM9. Interacts with CHAMP1. Interacts with REV3L. Interacts with FZR1 (in complex with the anaphase promoting complex APC). May interact with CDC20. Interacts with RAN. Interacts with ELK1; the interaction is direct and recruits MAD2L2 to ELK1-specific promoters. May interact with the JNK kinases MAPK8 and/or MAPK9 to stimulate ELK1 phosphorylation and transcriptional activity upon DNA damage. Interacts with TCF7L2; prevents its binding to promoters and negatively modulates its transcriptional activity. Interacts with YY1AP1. Interacts with PRCC; the interaction is direct. Interacts with POGZ (By similarity). Interacts with REV1. {ECO:0000250, ECO:0000269|PubMed:14657033}.
ENSMUSG00000036466	Q80T91	SUBUNIT: Homopolymer. Does not interact with MEGF10. {ECO:0000250}.
ENSMUSG00000033039	Q8BGT6	SUBUNIT: Homooligomer (Probable). Interacts (via NPF1 motif) with EHD1 (via EH domain); the interaction is direct and probably recruits EHD1 to membranes. Interacts with EHD3 (via EH domain). Interacts with RAB35 (GTP-bound form); the interaction is direct and probably recruits MICALL1 to membranes. Interacts with ACAP2; the interaction is indirect through RAB35. Interacts with RAB8A (GTP-bound form); regulates RAB8A association with recycling endosomes. Interacts with RAB13 (GTP-bound form). Interacts with ARF6 (GTP-bound form). Interacts with PACSIN2 (via the SH3 domain). Interacts with DPYSL2. {ECO:0000269|PubMed:18094055, ECO:0000269|PubMed:23572513, ECO:0000305}.
ENSMUSG00000028910	Q9DCS3	SUBUNIT: Homodimer. {ECO:0000250}.
ENSMUSG00000037798	Q91X83	SUBUNIT: Homotetramer or homodimer. {ECO:0000250}.
ENSMUSG00000026150	Q6PCP5	SUBUNIT: Homodimer. Interacts with DNM1L (By similarity). {ECO:0000250}.
ENSMUSG00000033174	O35678	SUBUNIT: Homodimer. {ECO:0000250|UniProtKB:Q99685}.
ENSMUSG00000034203	Q8VEA4	SUBUNIT: Monomer. Can form homooligomers. Interacts with GFER and forms transient disulfide bonds with GFER (By similarity). {ECO:0000250}.
ENSMUSG00000012519	Q9D2Y4	SUBUNIT: Homotrimer; forms homotrimers on necroptosis induction. Upon TNF-induced necrosis, forms in complex with PGAM5, RIPK1 and RIPK3. Within this complex, may play a role in the proper targeting of RIPK1/RIPK3 to its downstream effector PGAM5 (By similarity). Interacts with RIPK3; the interaction is direct. {ECO:0000250, ECO:0000269|PubMed:22265413, ECO:0000269|PubMed:23612963, ECO:0000269|PubMed:24012422, ECO:0000269|PubMed:24095729}.
ENSMUSG00000029575	Q9D273	SUBUNIT: Homotrimer. {ECO:0000250}.
ENSMUSG00000017737	P41245	SUBUNIT: Exists as monomer or homodimer; disulfide-linked. Exists also as heterodimer with a 25 kDa protein. Interacts with ECM1. {ECO:0000250}.
ENSMUSG00000021238	Q9EQ20	SUBUNIT: Homotetramer. {ECO:0000250}.
ENSMUSG00000024593	Q6DIB5	SUBUNIT: Homopolymer (Probable). Interacts with GULP1 and ABCA1. Interacts with AP2M1. Does not interact with MEGF11 (By similarity). {ECO:0000250, ECO:0000305}.
ENSMUSG00000022412	Q8BGV8	SUBUNIT: Homodimer. Interacts with DNM1L. {ECO:0000269|PubMed:24508339}.
ENSMUSG00000026088	Q8VDV8	SUBUNIT: Homodimer. Interacts (via MIT domain) with CHMP1A, CHMP1B, CHMP2A and IST1 (By similarity). {ECO:0000250}.
ENSMUSG00000033965	O70324	SUBUNIT: Homodimer. {ECO:0000250|UniProtKB:P36021}.
ENSMUSG00000054942	Q4QQM5	SUBUNIT: Homodimer and heterodimer; forms heterodimers with FAM73B/MIGA2. Interacts with PLD6/MitoPLD. {ECO:0000250|UniProtKB:Q8NAN2}.
ENSMUSG00000016386	Q9CZJ0	SUBUNIT: Homodimer. {ECO:0000250}.
ENSMUSG00000033307	P34884	SUBUNIT: Homotrimer. Interacts with BNIPL (By similarity). Interacts with the CD74 extracellular domain. Interacts with COPS5 and with the CXCR2 extracellular domain. {ECO:0000250|UniProtKB:P14174, ECO:0000269|PubMed:16780921, ECO:0000269|PubMed:19188446}.
ENSMUSG00000026858	Q8BK03	SUBUNIT: Homodimer and heterodimer; forms heterodimers with FAM73A/MIGA1. Interacts with PLD6/MitoPLD. {ECO:0000250|UniProtKB:Q7L4E1}.
ENSMUSG00000025389	P51180	SUBUNIT: Homotetramer. Homooctamer formed by head-to-head interaction between homotetramers from adjoining membranes. Interacts with CALM; one CALM molecule interacts with the cytoplasmic domains of two aquaporins, leading to channel closure. {ECO:0000250|UniProtKB:P06624}.
ENSMUSG00000027239	P12025	SUBUNIT: Homodimer. Interacts with ALK. {ECO:0000250}.
ENSMUSG00000004085	Q9ESL4	SUBUNIT: Homodimer (PubMed:11042189). Interacts with PKN1 and ZNF33A. Component of a signaling complex containing at least AKAP13, PKN1, MAPK14, ZAK and MAP2K3. Within this complex, AKAP13 interacts directly with PKN1, which in turn recruits MAPK14, MAP2K3 and ZAK. {ECO:0000250|UniProtKB:Q9NYL2, ECO:0000269|PubMed:11042189}.
ENSMUSG00000020111	Q8VCX5	SUBUNIT: Homohexamer; in absence of Ca(2+). Homooligomer; in presence of Ca(2+). Heterodimer; disulfide-linked; heterodimerizes with MICU2. Component of the uniplex complex, composed of MCU, MCUB, MICU1, MICU2 and EMRE/SMDT1. Interacts (via polybasic region) with MCU (via coiled coil domains); the interaction is direct. {ECO:0000269|PubMed:23409044, ECO:0000269|PubMed:24560927}.
ENSMUSG00000024558	Q6P5G0	SUBUNIT: Homodimer. Heterodimer with ERK3/MAPK6. Interacts with (via FRIEDE motif) MAPKAPK5. {ECO:0000269|PubMed:16973613, ECO:0000269|PubMed:18248330, ECO:0000269|PubMed:18720373, ECO:0000269|PubMed:19473979}.
ENSMUSG00000037022	Q8C7H1	SUBUNIT: Homodimer. {ECO:0000250}.
ENSMUSG00000096458	Q9ERH6	SUBUNIT: Homodimer. Under normal circumstances, held in an inactive conformation by an intramolecular interaction. Binding to RASSF1 isoform A (RASSF1A) relieves this inhibitory interaction and allows further binding to BAX. Binds also to BCL2 and BCLX. Recruited to the TNFRSF1A and TNFRSF10A complexes in response to their respective cognate ligand, after internalization (By similarity). Interacts with TRIM39 (By similarity). Interacts with RASSF6. {ECO:0000250, ECO:0000269|PubMed:17404571}.
ENSMUSG00000079184	Q3TYA6	SUBUNIT: Homodimer. Interacts (via chromo domain) with histone H3K9me3. Has the highest affinity for H3K9me3, and lesser affinity for H3K9me2 and H3K9me1. Component of the HUSH complex; at least composed of FAM208A/TASOR, PPHLN1 and MPHOSPH8. Interacts with DNMT3, EHMT1 and SETDB1. {ECO:0000250|UniProtKB:Q99549}.
ENSMUSG00000007458	P24668	SUBUNIT: Homodimer. Binds GGA1, GGA2 and GGA3 (By similarity). {ECO:0000250}.
ENSMUSG00000052105	Q3UHU5	SUBUNIT: Homodimer. Isoform 1 interacts with MARK2; the interaction increases MARK2 microtubule-binding ability. Associates (via N- and C-terminus domains) with microtubule filaments. {ECO:0000269|PubMed:23902687}.
ENSMUSG00000049038	Q8BKY8	SUBUNIT: Monomer (By similarity). Homodimer. {ECO:0000250, ECO:0000269|PubMed:19490905}.
ENSMUSG00000039956	Q9D159	SUBUNIT: Homodimer and heterodimer. Forms antiparallel homodimers and heterodimers with MRAP2. Interacts with MC1R, MC2R, MC3R, MC4R and MC5R (By similarity). {ECO:0000250}.
ENSMUSG00000029009	Q9WU20	SUBUNIT: Homodimer. {ECO:0000250}.
ENSMUSG00000000282	O08789	SUBUNIT: Efficient DNA binding requires dimerization with another bHLH protein. Binds DNA as a homodimer or a heterodimer with MAX.
ENSMUSG00000022978	Q9CZJ6	SUBUNIT: Homodimer, and heterodimer with OIP5/MIS18B. Identified in a complex containing MIS18A, OIP5/MIS18B, MIS18BP1, RBBP7 and RBBP4. {ECO:0000250|UniProtKB:Q9NYP9}.
ENSMUSG00000062937	Q9CQ65	SUBUNIT: Homotrimer. {ECO:0000255|HAMAP-Rule:MF_03155}.
ENSMUSG00000026490	Q3UU96	SUBUNIT: Homodimer and homotetramer via the coiled coil regions. Interacts tightly with GTP-bound but not GDP-bound CDC42. Forms a tripartite complex with MYO18A and LRP35A with the latter acting as an adapter connecting CDC42BPA and MYO18A. LRP35A binding results in activation of CDC42BPA by abolition of its negative autoregulation (By similarity). {ECO:0000250}.
ENSMUSG00000015214	Q9Z2C4	SUBUNIT: Homodimer. {ECO:0000250|UniProtKB:Q13613}.
ENSMUSG00000031918	Q9Z2D1	SUBUNIT: Homooligomer and heterooligomer. Interacts with SBF1 and SBF2 (By similarity). {ECO:0000250|UniProtKB:Q13614}.
ENSMUSG00000042761	D3Z1Q2	SUBUNIT: Homodimer and heterodimer. Forms antiparallel homodimers and heterodimers with MRAP. Interacts with MC1R, MC2R, MC3R and MC5R (By similarity). Interacts with MC4R. {ECO:0000250, ECO:0000269|PubMed:23869016}.
ENSMUSG00000005667	P18155	SUBUNIT: Homodimer.
ENSMUSG00000006586	Q61909	SUBUNIT: Homotetramer (By similarity). Heterotetramer with CBFA2T2 and CBFA2T3 (By similarity). Interacts with TCF12, SIN3A, HDAC1, HDAC2, HDAC3, NCOR1 and NCOR2. Interacts with ATN1 (via its N-terminus); the interaction enhances the transcriptional repression (By similarity). {ECO:0000250|UniProtKB:Q06455}.
ENSMUSG00000022824	P19467	SUBUNIT: Homodimer of beta subunits. {ECO:0000250}.
ENSMUSG00000021279	Q7TT50	SUBUNIT: Homodimer and homotetramer via the coiled coil regions. Interacts tightly with GTP-bound but not GDP-bound CDC42. Interacts with TJP1; this interaction requires the presence of catalytically active CDC42. Forms a tripartite complex with MYO18A and LURAP1 with the latter acting as an adapter connecting CDC42BPB and MYO18A. LURAP1 binding results in activation of CDC42BPB by abolition of its negative autoregulation. Interacts with STRIP1, STRN3 and SIKE1 (By similarity). Interacts with CPNE4 (via VWFA domain) (PubMed:12522145). {ECO:0000250|UniProtKB:Q7TT49, ECO:0000250|UniProtKB:Q9Y5S2, ECO:0000269|PubMed:12522145}.
ENSMUSG00000107268	Q80UW5	SUBUNIT: Homodimer and homotetramer via the coiled coil regions. Interacts tightly with GTP-bound but not GDP-bound CDC42 (By similarity). {ECO:0000250}.
ENSMUSG00000024769	Q80UW5	SUBUNIT: Homodimer and homotetramer via the coiled coil regions. Interacts tightly with GTP-bound but not GDP-bound CDC42 (By similarity). {ECO:0000250}.
ENSMUSG00000036098	Q3UR85	SUBUNIT: Homotrimer. {ECO:0000269|PubMed:23966833}.
ENSMUSG00000021907	O08540	SUBUNIT: Homodimer; Interacts with PI16. {ECO:0000250}.
ENSMUSG00000029651	Q3UHD3	SUBUNIT: Homodimer. Interacts with KIF2C and MAPRE1; the interaction is direct and probably targets MTUS2 and KIF2C to microtubules (By similarity). {ECO:0000250}.
