Entry	Gene names	Subunit structure [CC]
P48025	Syk ptk72 Sykb	SUBUNIT: Interacts with LYN; phosphorylates SYK. Interacts with RHOH (phosphorylated); regulates mast cells activation. Interacts with NFAM1 (phosphorylated); probably involved in BCR signaling. Interacts with VAV1 (via SH2 domain); phosphorylates VAV1 upon BCR activation (By similarity). Interacts with GAB2 (phosphorylated); probably involved in IgE Fc receptor signaling. Interacts (via its SH2 domains) with CD79A (via its phosphorylated ITAM domain); the interaction stimulates SYK autophosphorylation and activation. Interacts with FCRL3 (By similarity). Interacts (via SH2 domains) with FCER1G (via ITAM domain); activates SYK and mediates neutrophils and macrophages integrin-mediated activation. Interacts with ITGB2 and FGR; involved in ITGB2 downstream signaling. Interacts with ITGB3; upon activation by ITGB3 promotes platelet adhesion (By similarity). Interacts (via SH2 domains) with TYROBP (via ITAM domain); involved in neutrophils and macrophages integrin-mediated activation. Interacts with MSN and SELPLG; mediates the selectin-dependent activation of SYK by SELPLG (By similarity). Interacts with BLNK (via SH2 domain). Interacts (via the second SH2 domain) with USP25 (via C-terminus); phosphorylates USP25 and regulates USP25 intracellular levels (By similarity). Interacts (via SH2 domains) with CLEC1B (dimer) (By similarity). Interacts with CLEC7A; participates in leukocyte activation in presence of fungal pathogens. Interacts (phosphorylated) with SLA; may regulate SYK through CBL recruitment (By similarity). Interacts with YWHAG; attenuates BCR-induced membrane translocation and activation of SYK (By similarity). Interacts (via SH2 domains) with GCSAM; the interaction increases after B-cell receptor stimulation, resulting in enhanced SYK autophosphorylation and activity (By similarity). Interacts with TNS2; leading to the phosphorylation of SYK (By similarity). Interacts with FLNA (via filamin repeat 5); docks SYK to the plasma membrane (By similarity). {ECO:0000250|UniProtKB:P43405}.
P03976		
Q80VJ8	Ccdc155 Kash5	SUBUNIT: Interacts (via the last 22 AA) with SUN1; this interaction mediates telomere localization. Interacts with dynein-dynactin motor complex. {ECO:0000269|PubMed:22826121}.
Q9JHD2	Kat2a Gcn5l2	SUBUNIT: Interacts with EP300, CREBBP and ADA2. Component of the TFTC-HAT complex, at least composed of TAF5L, TAF6L, TADA3L, SUPT3H/SPT3, TAF2/TAFII150, TAF4/TAFII135, TAF5/TAFII100, KAT2A/GCN5L2, TAF10 and TRRAP. Interacts with TRRAP. Component of the STAGA transcription coactivator-HAT complex, at least composed of SUPT3H, KAT2A, SUPT7L, TAF5L, TAF6L, TADA3L, TAD1L, TAF10, TAF12, TRRAP and TAF9. The STAGA core complex is associated with a subcomplex required for histone deubiquitination composed of ATXN7L3, ENY2 and USP22 (By similarity). Component of the ADA2A-containing complex (ATAC), composed of CSRP2BP, KAT2A, TADA2L, TADA3L, ZZ3, MBIP, WDR5, YEATS2, CCDC101 and DR1 (By similarity). In the complex, it probably interacts directly with CSRP2BP, MBIP and WDR5 (By similarity). Interacts with PML. Interacts with CEBPB (PubMed:17301242). {ECO:0000250|UniProtKB:Q92830, ECO:0000269|PubMed:17301242, ECO:0000269|PubMed:22886304}.
Q8BZ21	Kat6a Moz Myst3	SUBUNIT: Component of the MOZ/MORF complex composed at least of ING5, KAT6A, KAT6B, MEAF6 and one of BRPF1, BRD1/BRPF2 and BRPF3 (By similarity). Interacts with RUNX2 (By similarity). Interacts with RUNX1; phosphorylation of RUNX1 enhances the interaction. Interacts with p53/TP53 (By similarity). Interacts with PML and this interaction positively regulates its acetylation activity towards p53/TP53 (By similarity). {ECO:0000250|UniProtKB:Q92794}.
O88986	Gcat Kbl	
P52187	Kcnj12 Irk2	SUBUNIT: Homotetramer. Forms heteromer with KCNJ4. Association, via its PDZ-recognition domain, with LIN7A, LIN7B, LIN7C, DLG1, CASK and APBA1 plays a key role in its localization and trafficking (By similarity). {ECO:0000250}.
O88932	Kcnj15	SUBUNIT: Interacts with INADL. {ECO:0000250}.
Q80UY2	Kcmf1 Debt91	
P63141	Kcna2	SUBUNIT: Homotetramer and heterotetramer with other channel-forming alpha subunits, such as KCNA1, KCNA4, KCNA5, KCNA6 and KCNA7 (PubMed:8361541, PubMed:9852577, PubMed:23864368). Channel activity is regulated by interaction with beta subunits, including KCNAB1 and KCNAB2 (By similarity). Identified in a complex with KCNA1 and KCNAB2 (By similarity). Identified in a complex with KCNA5 and KCNAB1 (By similarity). Identified in a complex with KCNA4 and FYN (By similarity). Interacts with PTK2B (By similarity). Interacts (via C-terminus) with CTTN (By similarity). Interacts with ADAM22 (By similarity). Interacts with CNTNAP2 (By similarity). Interacts (via C-terminus) with the PDZ domains of DLG1, DLG2 and DLG4 (By similarity). Interacts (via N-terminal cytoplasmic domain) with RHOA (GTP-bound form); this regulates channel activity by reducing location at the cell surface in response to CHRM1 activation (PubMed:9635436). Interacts with DRD2 (PubMed:21233214). Interacts with SIGMAR1; cocaine consumption leads to increased interaction (PubMed:23332758). {ECO:0000250|UniProtKB:P16389, ECO:0000250|UniProtKB:P63142, ECO:0000250|UniProtKB:Q09081, ECO:0000269|PubMed:17634333, ECO:0000269|PubMed:21233214, ECO:0000269|PubMed:23332758, ECO:0000269|PubMed:8361541, ECO:0000269|PubMed:9635436, ECO:0000269|PubMed:9852577, ECO:0000305, ECO:0000305|PubMed:23864368}.
O35219	Kcnh2 Erg Merg1	SUBUNIT: The potassium channel is probably composed of a homo- or heterotetrameric complex of pore-forming alpha subunits that can associate with modulating beta subunits. Heteromultimer with KCNH6/ERG2, KCNH7/ERG3, KCNE1 and KCNE2 (By similarity). Interacts with ALG10B (By similarity). Interacts with CANX. The core-glycosylated, but not the fully glycosylated form interacts with RNF207 (By similarity). {ECO:0000250|UniProtKB:O08962, ECO:0000250|UniProtKB:Q12809}.
O08581	Kcnk1	SUBUNIT: Homodimer; disulfide-linked (PubMed:9013852). Heterodimer with KCNK2; disulfide-linked (PubMed:24496152). In astrocytes, forms mostly heterodimeric potassium channels with KCNK2, with only a minor proportion of functional channels containing homodimeric KCNK1 (By similarity). Interacts with KCNK3 and KCNK9, forming functional heterodimeric channels (By similarity). Interacts with GNG4 (PubMed:24496152). Identified in a complex with PSD and ARF6; interacts only with PSD that is bound to ARF6 (PubMed:15540117). Interacts with UBE2I (By similarity). {ECO:0000250|UniProtKB:O00180, ECO:0000269|PubMed:15540117, ECO:0000269|PubMed:24496152, ECO:0000269|PubMed:9013852}.
P97438	Kcnk2	SUBUNIT: Homodimer; disulfide-linked (PubMed:24496152). Heterodimer with KCNK1; disulfide-linked (PubMed:24496152). Interacts with BVES; the interaction enhances KCNK2 surface expression and is inhibited by cAMP (PubMed:22354168, PubMed:26642364). {ECO:0000269|PubMed:22354168, ECO:0000269|PubMed:24496152, ECO:0000269|PubMed:26642364, ECO:0000305}.
Q60749	Khdrbs1	SUBUNIT: Self-associates to form homooligomers when bound to RNA, oligomerization appears to be limited when binding to proteins. Interacts with CBL, KHDRBS3, LCK, GRB2, JAK3, PIK3R1, PLCG1, PTPN6, RASA1, RBMY1A1 and STAT3. Interacts with PRMT1. Binds the WW domains of WBP4/FBP21, FNBP4/FBP30 and the SH3 domain of FYN through the Arg/Gly-rich-flanked Pro-rich regions. Forms a complex with ILF2, ILF3, YLPM1, RBMX, NCOA5 and PPP1CA (By similarity). Interacts with PTK6 (via SH3 and SH2 domains). Does not interact with TPR (By similarity). {ECO:0000250}.
O35231	Kifc3	SUBUNIT: Interacts with annexin XIIIB. {ECO:0000269|PubMed:11581287}.
Q80W68	Kirrel Kirrel1 Neph1	SUBUNIT: Interacts with TJP1/ZO-1 and with NPHS2/podocin (via the C-terminus). Interacts with NPHS1/nephrin (via the Ig-like domains); this interaction is dependent on KIRREL glycosylation. Homodimer (via the Ig-like domains). Interacts when tyrosine-phosphorylated with GRB2 (By similarity). {ECO:0000250}.
Q8BR86	Kirrel3 Kiaa1867 Neph2	SUBUNIT: Homodimer; mediates homophilic interactions to promote cell adhesion (PubMed:26575286). Interacts with NPHS1; forms heterodimers with NPHS1 (PubMed:15843475, PubMed:18752272). Interacts with NPHS2/podocin (via the C-terminus) (By similarity). Interacts with CASK. Interacts (via extracellular region) with MAP1B. Interacts (via extracellular region) with MYO16. Interacts (via intracellular region) with ATP1B1. Interacts (via intracellular region) with SHMT2. Interacts (via intracellular region) with UFC1 (By similarity). {ECO:0000250|UniProtKB:Q8IZU9, ECO:0000269|PubMed:15843475, ECO:0000269|PubMed:18752272, ECO:0000269|PubMed:26575286}.
Q3UXL4	Kiz Gm114 Plk1s1	SUBUNIT: Interacts with AKAP9, CEP72, ODF2, PCNT and TUBGCP2. {ECO:0000250|UniProtKB:Q2M2Z5}.
Q8C078	Camkk2 Kiaa0787	SUBUNIT: Interacts with calmodulin. {ECO:0000250}.
O89091	Klf10 Gdnfif Tieg Tieg1	
Q8K1S5	Klf11 Tieg2b Tieg3	SUBUNIT: Interacts with SIN3A. {ECO:0000250|UniProtKB:O14901}.
P58334	Klf16 Bteb4 Drrf	
P46099	Klf1 Elkf	SUBUNIT: Interacts with CBP and EP300; the interactions enhance the transactivation activity. Interacts with PCAF; the interaction does not acetylate EKLF and inhibits its transactivation activity (By similarity). Interacts with CDH4; the interaction is SUMO-dependent and leads to transcriptional repression. {ECO:0000250, ECO:0000269|PubMed:15542849, ECO:0000269|PubMed:17938210}.
Q80TF4	Klhl13 Bklhd2 Kiaa1309	SUBUNIT: Component of the BCR(KLHL9-KLHL13) E3 ubiquitin ligase complex, at least composed of CUL3, KLHL9, KLHL13 and RBX1. Interacts with AURKB (By similarity). {ECO:0000250}.
Q6TDP3	Klhl17	SUBUNIT: Interacts with F-actin; the interaction disruptes the F-actin structures and leads to marked changes of neuronal morphology. Component of a complex, composed of PDZK1, SYNGAP1, KLHL17 and NMDA receptors. Interacts directly with PDZK1 (via PDZ1 domain); the interaction is important for integrity of actin cytoskeleton structures in neurons. Interacts with DLG4 and SYNGAP1. Interacts (via kelch repeats) with GRIK2 (via C-terminus); the interaction targets GRIK2 for degradation via ubiquitin-proteasome pathway. Interacts with GRIK1. Interacts with (via BTB domain) CUL3; the interaction regulates surface GRIK2 expression (By similarity). {ECO:0000250}.
Q8VCK5	Klhl20 Kiaa4210 Kleip	SUBUNIT: Component of the BCR(KLHL20) E3 ubiquitin ligase complex, at least composed of CUL3, KLHL20 and RBX1. Interacts with PDZ-RhoGEF/ARHGEF11, DAPK1 and CORO7. Interacts with F-actin. Interacts with IFN-gamma (IFNG) (By similarity). {ECO:0000250}.
Q8BRG6	Klhl24	SUBUNIT: Forms homodimers. Interacts with GRIK2 (By similarity). {ECO:0000250}.
Q80T74	Klhl29 Kbtbd9 Kiaa1921	
Q9CZ49	Klhl35	
Q8BFQ9	Klhl42 Kiaa1340 Klhdc5	SUBUNIT: Component of the BCR(KLHL42) E3 ubiquitin ligase complex, at least composed of CUL3 and KLHL42. Interacts (via the BTB domain) with CUL3. Interacts (via the kelch domains) with KATNA1 (By similarity). {ECO:0000250}.
Q6ZPT1	Klhl9 Kiaa1354	SUBUNIT: Component of the BCR(KLHL9-KLHL13) E3 ubiquitin ligase complex, at least composed of CUL3, KLHL9, KLHL13 and RBX1. Interacts with AURKB (By similarity). {ECO:0000250}.
Q9QYN3	Klk11 Prss20	
P15947	Klk1 Klk-6 Klk6	
Q99N32	Klb Betakl	SUBUNIT: Interacts with FGF19; this interaction is direct. Interacts (via C-terminus) with FGF21; this interaction is direct (By similarity). Interacts with FGFR1 and FGFR4. {ECO:0000250, ECO:0000269|PubMed:17452648}.
P55200	Kmt2a All1 Hrx Mll Mll1	SUBUNIT: MLL cleavage product N320 heterodimerizes with MLL cleavage product C180 (via SET and FYRC domains). Interacts with WDR5; the interaction is direct. Interacts with KAT8/MOF; the interaction is direct. Interacts with SBF1 and PPP1R15A (By similarity). Interacts with ZNF335 (By similarity). Component of some MLL1/MLL complex, at least composed of the core components KMT2A/MLL1, ASH2L, HCF1/HCF1, HCFC2, WDR5, DPY30 and RBBP5, as well as the facultative components BAP18, CHD8, E2F6, HSP70, INO80C, KANSL1, LAS1L, MAX, MCRS1, MEN1, MGA, KAT8/MOF, PELP1, PHF20, PRP31, RING2, RUVB1/TIP49A, RUVB2/TIP49B, SENP3, TAF1, TAF4, TAF6, TAF7, TAF9 and TEX10. Interacts with CLOCK and ARNTL/BMAL1 in a circadian manner. {ECO:0000250|UniProtKB:Q03164, ECO:0000269|PubMed:21113167, ECO:0000269|PubMed:21335234}.
Q2YDW7	Kmt5a Setd8	SUBUNIT: Interacts with L3MBTL1. Interacts with SIRT2 (phosphorylated form); the interaction is direct, stimulates KMT5A-mediated methyltransferase activity at histone H4 'Lys-20' (H4K20me1) and is increased in a H(2)O(2)-induced oxidative stress-dependent manner (By similarity). {ECO:0000250}.
Q6Q783	Kmt5c Suv420h2	SUBUNIT: Interacts with HP1 proteins CBX1, CBX3 and CBX5. Interacts with RB1 family proteins RB1, RBL1 and RBL2. {ECO:0000269|PubMed:15145825, ECO:0000269|PubMed:15750587, ECO:0000269|PubMed:16612004}.
Q307W7	Kncn Kino	
P23298	Prkch Pkch	SUBUNIT: Interacts with DGKQ (By similarity). Interacts with FYN and RALA. {ECO:0000250, ECO:0000269|PubMed:11106751, ECO:0000269|PubMed:21346190}.
Q02111	Prkcq Pkcq	SUBUNIT: Interacts with GLRX3 (via N-terminus). Interacts with ECT2. Part of a membrane raft complex composed at least of BCL10, CARD11, MALT1 and IKBKB (By similarity). {ECO:0000250}.
Q91YA2	Pskh1	SUBUNIT: Homodimer. {ECO:0000250}.
Q9QZU5	Krtap15-1 Krtap15 Pmg2	SUBUNIT: Interacts with hair keratins. {ECO:0000305}.
Q925H7	Krtap19-4 Krtap16-4 Krtap16.4	SUBUNIT: Interacts with hair keratins. {ECO:0000250}.
A2A5X4	Krtap29-1 Gm14195 Kap29.2	
Q3V2C1	Krtap9-3	SUBUNIT: Interacts with hair keratins. {ECO:0000250}.
Q8C050	Rps6ka5 Msk1	SUBUNIT: Forms a complex with either MAPK1/ERK2 or MAPK3/ERK1 in quiescent cells which transiently dissociates following mitogenic stimulation. Also associates with MAPK14/p38-alpha. Activated RPS6KA5 associates with and phosphorylates the NF-kappa-B p65 subunit RELA. Interacts with CREBBP and EP300 (By similarity). {ECO:0000250}.
Q61897	Krt33b Hka3 Krt1-3	
Q9CWJ3	Katnbl1	
Q61595	Ktn1	
P01628		
P01662		
P01664		
P01665		
P01667		
P01671		
P01635		
P01642	Gm10881	
P01643		
P01648		
P01653		
P01679		
P04943		
Q8R1F0	D8Ertd738e	
P01844	Iglc2	
Q91XQ6	Laptm4b	
Q6A0A2	Larp4b D13Wsu64e Kiaa0217 Larp5	SUBUNIT: Interacts with PABPC1 and RACK1. Associates with polysomes via the 40S ribosomal subunit (By similarity). {ECO:0000250}.
Q9Z1M7	Large Kiaa0609 Large1	SUBUNIT: Interacts with DAG1 (via the N-terminal domain of alpha-DAG1); the interaction increases binding of DAG1 to laminin. Interacts with B3GNT1/B4GAT1. {ECO:0000250|UniProtKB:O95461, ECO:0000269|PubMed:15210115}.
Q05CL8	Larp7 D3Wsu161e	SUBUNIT: Integral part of the 7SK RNP complex. Specifically binds to the highly conserved 3'-terminal U-rich stretch of 7SK RNA. On stimulation, remains associated with 7SK RNA, whereas P-TEFb is released from the complex (By similarity). {ECO:0000250}.
A2BE28	Las1l	SUBUNIT: Component of some MLL1/MLL complex, at least composed of the core components KMT2A/MLL1, ASH2L, HCFC1/HCF1, WDR5 and RBBP5, as well as the facultative components BAP18, CHD8, E2F6, HSP70, INO80C, KANSL1, LAS1L, MAX, MCRS1, MGA, MYST1/MOF, PELP1, PHF20, PRP31, RING2, RUVB1/TIP49A, RUVB2/TIP49B, SENP3, TAF1, TAF4, TAF6, TAF7, TAF9 and TEX10 (By similarity). Component of the 5FMC complex, at least composed of PELP1, LAS1L, TEX10, WDR18 and SENP3; the complex interacts with methylated CHTOP and ZNF148. {ECO:0000250, ECO:0000269|PubMed:22872859}.
Q8R1C0	Kcnc4	SUBUNIT: Homotetramer (Probable). Heterotetramer of potassium channel proteins (By similarity). {ECO:0000250, ECO:0000305}.
Q9Z0V2	Kcnd2 Kiaa1044 MNCb-7013	SUBUNIT: Homotetramer or heterotetramer with KCND3 or KCND1 (PubMed:9734479, PubMed:11909823, PubMed:19713751, PubMed:20943905). Associates with the regulatory subunits KCNIP1, KCNIP2, KCNIP3 and KCNIP4 (PubMed:11909823, PubMed:19713751, PubMed:20943905). In vivo, probably exists as heteromeric complex containing variable proportions of KCND1, KCND2, KCND3, KCNIP1, KCNIP2, KCNIP3, KCNIP4, DPP6 and DPP10 (PubMed:19713751). The tetrameric channel can associate with up to four regulatory subunits, such as KCNIP2 or KCNIP4 (By similarity). Interaction with four KCNIP4 chains does not reduce interaction with DPP10 (By similarity). Interacts with DLG1 (By similarity). Interacts with DLG4 (By similarity). Interacts with NCS1/FREQ (PubMed:11606724). Probably part of a complex consisting of KCNIP1, KCNIP2 isoform 3 and KCND2 (By similarity). Interacts with FLNA and FLNC (By similarity). Interacts with DPP6 and DPP10 (PubMed:19713751, PubMed:22311982). Identified in a complex with cAMP-dependent protein kinase (PKA), CAV3, AKAP6 and KCND3 in cardiac myocytes (By similarity). {ECO:0000250|UniProtKB:Q63881, ECO:0000250|UniProtKB:Q9NZV8, ECO:0000269|PubMed:11909823, ECO:0000269|PubMed:19713751, ECO:0000269|PubMed:20943905, ECO:0000269|PubMed:22311982, ECO:0000269|PubMed:9734479}.
A2BDX4	Kcng1	SUBUNIT: Heterotetramer with KCNB1. {ECO:0000250|UniProtKB:D4AD53}.
P35561	Kcnj2 Irk1	SUBUNIT: Homomultimeric and heteromultimeric association with KCNJ4/Kir2.3. Association, via its PDZ-recognition domain, with LIN7A, LIN7B, LIN7C, DLG1, CASK and APBA1 plays a key role in its localization and trafficking (By similarity). {ECO:0000250}.
P48542	Kcnj6 Girk2 Kcnj7 W	SUBUNIT: May associate with GIRK1 or GIRK4 to form a G-protein-activated heteromultimer pore-forming unit. The resulting inward current is much larger. Interacts (via PDZ-binding motif) with SNX27 (via PDZ domain); the interaction is required when endocytosed to prevent degradation in lysosomes and promote recycling to the plasma membrane (By similarity). {ECO:0000250}.
P97794	Kcnj8	
P48543	Kcnj9 Girk3	SUBUNIT: Associates with GIRK1 to form a G-protein-activated heteromultimer pore-forming unit. The resulting inward current is much larger. When alone, fail to give functional channels in Xenopus oocytes. Interacts (via PDZ-binding motif) with SNX27 (via PDZ domain); the interaction is required when endocytosed to prevent degradation in lysosomes and promote recycling to the plasma membrane.
O35111	Kcnk3 Ctbak Task Task1	SUBUNIT: Homodimer. Heterodimer with KCNK1. {ECO:0000250|UniProtKB:O14649}.
Q8CFS6	Kcnv2	SUBUNIT: Heteromultimer with KCNB1, KCNC1 and KCNF1. Does not form homomultimers (By similarity). {ECO:0000250}.
Q6P8J7	Ckmt2	SUBUNIT: Exists as an octamer composed of four CKMT2 homodimers. {ECO:0000250}.
Q8BNL5	Kctd6	
Q9DBP5	Cmpk1 Cmk Cmpk Uck Umk Umpk	SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_03172}.
Q6ZPY7	Kdm3b Jhdm2b Jmjd1b Kiaa1082	
Q8BW72	Kdm4a Jhdm3a Jmjd2 Jmjd2a Kiaa0677	SUBUNIT: Interacts with histone deacetylase proteins HDAC1, HDAC2 and HDAC3. Interacts with RB and NCOR1 (By similarity). {ECO:0000250}.
Q3U2K5	Kdm4d Jhdm3d Jmjd2d	
O70546	Kdm6a Utx	SUBUNIT: Component of the MLL2/3 complex (also named ASCOM complex), at least composed of KMT2D/MLL2 or KMT2C/MLL3, ASH2L, RBBP5, WDR5, NCOA6, DPY30, KDM6A (or KDM6B), PAXIP1/PTIP, PAGR1 and alpha- and beta-tubulin (By similarity). Interacts with TLE1. Interacts with SUPT6H. {ECO:0000250, ECO:0000269|PubMed:23503590, ECO:0000269|PubMed:9854018}.
