Mouse_gene_Ensembl_id	Zebrafish_ortholog_Ensembl_id	Ensembl_gene_tree_id
ENSMUSG00000032911	ENSDARG00000078227	ENSGT00550000074429
ENSMUSG00000055653	ENSDARG00000032199	ENSGT00550000074430
ENSMUSG00000022112	ENSDARG00000088858	ENSGT00550000074430
ENSMUSG00000031119	ENSDARG00000015472	ENSGT00550000074430
ENSMUSG00000029510	ENSDARG00000037150	ENSGT00550000074430
ENSMUSG00000022332	ENSDARG00000086479	ENSGT00550000074434
ENSMUSG00000026058	ENSDARG00000069469	ENSGT00550000074434
ENSMUSG00000062078	ENSDARG00000002026	ENSGT00550000074434
ENSMUSG00000024949	ENSDARG00000008188	ENSGT00550000074434
ENSMUSG00000041608	ENSDARG00000035309	ENSGT00550000074435
ENSMUSG00000028859	ENSDARG00000045959	ENSGT00550000074436
ENSMUSG00000021756	ENSDARG00000030498	ENSGT00550000074436
ENSMUSG00000022146	ENSDARG00000042903	ENSGT00550000074436
ENSMUSG00000057604	ENSDARG00000002002	ENSGT00550000074438
ENSMUSG00000026811	ENSDARG00000036913	ENSGT00550000074444
ENSMUSG00000039037	ENSDARG00000039220	ENSGT00550000074444
ENSMUSG00000079442	ENSDARG00000043897	ENSGT00550000074444
ENSMUSG00000058488	ENSDARG00000079862	ENSGT00550000074452
ENSMUSG00000029195	ENSDARG00000076294	ENSGT00550000074452
ENSMUSG00000026880	ENSDARG00000003835	ENSGT00550000074454
ENSMUSG00000026602	ENSDARG00000042850	ENSGT00550000074454
ENSMUSG00000032333	ENSDARG00000062142	ENSGT00550000074454
ENSMUSG00000033730	ENSDARG00000089156	ENSGT00550000074455
ENSMUSG00000038418	ENSDARG00000037421	ENSGT00550000074455
ENSMUSG00000028709	ENSDARG00000043705	ENSGT00550000074456
ENSMUSG00000003348	ENSDARG00000019113	ENSGT00550000074456
ENSMUSG00000040669	ENSDARG00000002971	ENSGT00550000074459
ENSMUSG00000051860	ENSDARG00000060354	ENSGT00550000074459
ENSMUSG00000032056	ENSDARG00000035171	ENSGT00550000074461
ENSMUSG00000069678	ENSDARG00000001249	ENSGT00550000074463
ENSMUSG00000025050	ENSDARG00000069681	ENSGT00550000074463
ENSMUSG00000025420	ENSDARG00000012275	ENSGT00550000074466
ENSMUSG00000009907	ENSDARG00000069175	ENSGT00550000074466
ENSMUSG00000037254	ENSDARG00000045516	ENSGT00550000074468
ENSMUSG00000025780	ENSDARG00000045517	ENSGT00550000074468
ENSMUSG00000037544	ENSDARG00000045167	ENSGT00550000074473
ENSMUSG00000042388	ENSDARG00000055459	ENSGT00550000074473
ENSMUSG00000061689	ENSDARG00000012823	ENSGT00550000074473
ENSMUSG00000029680	ENSDARG00000051823	ENSGT00550000074476
ENSMUSG00000029679	ENSDARG00000038166	ENSGT00550000074476
ENSMUSG00000036091	ENSDARG00000036818	ENSGT00550000074476
ENSMUSG00000015093	ENSDARG00000044776	ENSGT00550000074477
ENSMUSG00000022149	ENSDARG00000016319	ENSGT00550000074478
ENSMUSG00000035031	ENSDARG00000039516	ENSGT00550000074478
ENSMUSG00000029656	ENSDARG00000039517	ENSGT00550000074478
ENSMUSG00000029843	ENSDARG00000059053	ENSGT00550000074480
ENSMUSG00000029700	ENSDARG00000045638	ENSGT00550000074480
ENSMUSG00000018459	ENSDARG00000069478	ENSGT00550000074480
ENSMUSG00000028199	ENSDARG00000016074	ENSGT00550000074483
ENSMUSG00000046844	ENSDARG00000002502	ENSGT00550000074483
ENSMUSG00000048138	ENSDARG00000015072	ENSGT00550000074486
ENSMUSG00000042372	ENSDARG00000035290	ENSGT00550000074486
ENSMUSG00000024837	ENSDARG00000007349	ENSGT00550000074486
ENSMUSG00000035248	ENSDARG00000074645	ENSGT00550000074490
ENSMUSG00000024234	ENSDARG00000076155	ENSGT00550000074490
ENSMUSG00000033542	ENSDARG00000076383	ENSGT00550000074493
ENSMUSG00000028919	ENSDARG00000078853	ENSGT00550000074493
ENSMUSG00000029032	ENSDARG00000077114	ENSGT00550000074493
ENSMUSG00000027198	ENSDARG00000056648	ENSGT00550000074496
ENSMUSG00000021978	ENSDARG00000026811	ENSGT00550000074496
ENSMUSG00000028838	ENSDARG00000088696	ENSGT00550000074496
ENSMUSG00000027963	ENSDARG00000063191	ENSGT00550000074496
ENSMUSG00000029408	ENSDARG00000056200	ENSGT00550000074497
ENSMUSG00000031540	ENSDARG00000018907	ENSGT00550000074503
ENSMUSG00000023073	ENSDARG00000014916	ENSGT00550000074505
ENSMUSG00000032806	ENSDARG00000095660	ENSGT00550000074505
ENSMUSG00000031849	ENSDARG00000053865	ENSGT00550000074507
ENSMUSG00000062098	ENSDARG00000087517	ENSGT00550000074511
ENSMUSG00000009545	ENSDARG00000059798	ENSGT00550000074513
ENSMUSG00000037606	ENSDARG00000076002	ENSGT00550000074515
ENSMUSG00000022807	ENSDARG00000076328	ENSGT00550000074515
ENSMUSG00000028559	ENSDARG00000069298	ENSGT00550000074515
ENSMUSG00000030528	ENSDARG00000077089	ENSGT00550000074520
ENSMUSG00000030243	ENSDARG00000007175	ENSGT00550000074520
ENSMUSG00000021703	ENSDARG00000008153	ENSGT00550000074522
ENSMUSG00000046110	ENSDARG00000044815	ENSGT00550000074522
ENSMUSG00000017707	ENSDARG00000086133	ENSGT00550000074522
ENSMUSG00000019877	ENSDARG00000009106	ENSGT00550000074522
ENSMUSG00000018500	ENSDARG00000002533	ENSGT00550000074524
ENSMUSG00000051209	ENSDARG00000077746	ENSGT00550000074524
ENSMUSG00000059409	ENSDARG00000014428	ENSGT00550000074525
ENSMUSG00000026626	ENSDARG00000027017	ENSGT00550000074525
ENSMUSG00000023947	ENSDARG00000068367	ENSGT00550000074527
ENSMUSG00000036931	ENSDARG00000077001	ENSGT00550000074527
ENSMUSG00000035356	ENSDARG00000095117	ENSGT00550000074527
ENSMUSG00000034949	ENSDARG00000071683	ENSGT00550000074528
ENSMUSG00000022201	ENSDARG00000027109	ENSGT00550000074528
ENSMUSG00000001016	ENSDARG00000014591	ENSGT00550000074528
ENSMUSG00000051674	ENSDARG00000092394	ENSGT00550000074529
ENSMUSG00000032002	ENSDARG00000096391	ENSGT00550000074529
ENSMUSG00000048787	ENSDARG00000011493	ENSGT00550000074529
ENSMUSG00000016327	ENSDARG00000053262	ENSGT00550000074530
ENSMUSG00000024206	ENSDARG00000013575	ENSGT00550000074532
ENSMUSG00000019900	ENSDARG00000041702	ENSGT00550000074532
ENSMUSG00000038555	ENSDARG00000031382	ENSGT00550000074535
ENSMUSG00000052852	ENSDARG00000014854	ENSGT00550000074535
ENSMUSG00000032257	ENSDARG00000056921	ENSGT00550000074536
ENSMUSG00000005251	ENSDARG00000043211	ENSGT00550000074536
ENSMUSG00000022221	ENSDARG00000090965	ENSGT00550000074536
ENSMUSG00000021408	ENSDARG00000006677	ENSGT00550000074536
ENSMUSG00000026888	ENSDARG00000068280	ENSGT00550000074537
ENSMUSG00000019312	ENSDARG00000042726	ENSGT00550000074537
ENSMUSG00000029670	ENSDARG00000034326	ENSGT00550000074538
ENSMUSG00000030330	ENSDARG00000030716	ENSGT00550000074538
ENSMUSG00000039480	ENSDARG00000006797	ENSGT00550000074539
ENSMUSG00000054027	ENSDARG00000062949	ENSGT00550000074539
ENSMUSG00000043262	ENSDARG00000009266	ENSGT00550000074541
ENSMUSG00000070462	ENSDARG00000079017	ENSGT00550000074542
ENSMUSG00000036915	ENSDARG00000019473	ENSGT00550000074545
ENSMUSG00000019539	ENSDARG00000037961	ENSGT00550000074546
ENSMUSG00000005973	ENSDARG00000070006	ENSGT00550000074546
ENSMUSG00000029767	ENSDARG00000045676	ENSGT00550000074546
ENSMUSG00000032320	ENSDARG00000039378	ENSGT00550000074546
ENSMUSG00000066189	ENSDARG00000076401	ENSGT00550000074547
ENSMUSG00000020186	ENSDARG00000011961	ENSGT00550000074548
ENSMUSG00000030470	ENSDARG00000069975	ENSGT00550000074548
ENSMUSG00000047591	ENSDARG00000044155	ENSGT00550000074549
ENSMUSG00000018143	ENSDARG00000033709	ENSGT00550000074549
ENSMUSG00000020701	ENSDARG00000090830	ENSGT00550000074550
ENSMUSG00000024736	ENSDARG00000089439	ENSGT00550000074550
ENSMUSG00000039519	ENSDARG00000008858	ENSGT00550000074551
ENSMUSG00000028240	ENSDARG00000069018	ENSGT00550000074551
ENSMUSG00000003617	ENSDARG00000010312	ENSGT00550000074552
ENSMUSG00000041258	ENSDARG00000095890	ENSGT00550000074555
ENSMUSG00000027547	ENSDARG00000044485	ENSGT00550000074555
ENSMUSG00000034308	ENSDARG00000003397	ENSGT00550000074557
ENSMUSG00000042289	ENSDARG00000036966	ENSGT00550000074557
ENSMUSG00000031349	ENSDARG00000057723	ENSGT00550000074557
ENSMUSG00000040570	ENSDARG00000009961	ENSGT00550000074558
ENSMUSG00000029291	ENSDARG00000029692	ENSGT00550000074558
ENSMUSG00000020070	ENSDARG00000062019	ENSGT00550000074558
ENSMUSG00000020375	ENSDARG00000078685	ENSGT00550000074558
ENSMUSG00000060600	ENSDARG00000039007	ENSGT00550000074560
ENSMUSG00000048029	ENSDARG00000070598	ENSGT00550000074560
ENSMUSG00000000308	ENSDARG00000016598	ENSGT00550000074561
ENSMUSG00000031902	ENSDARG00000076297	ENSGT00550000074562
ENSMUSG00000022664	ENSDARG00000000001	ENSGT00550000074563
ENSMUSG00000028293	ENSDARG00000040180	ENSGT00550000074563
ENSMUSG00000031156	ENSDARG00000058990	ENSGT00550000074563
ENSMUSG00000035596	ENSDARG00000033436	ENSGT00550000074565
ENSMUSG00000004270	ENSDARG00000075178	ENSGT00550000074565
ENSMUSG00000038732	ENSDARG00000029356	ENSGT00550000074565
ENSMUSG00000034959	ENSDARG00000088402	ENSGT00550000074570
ENSMUSG00000035629	ENSDARG00000078752	ENSGT00550000074570
ENSMUSG00000034247	ENSDARG00000063247	ENSGT00550000074570
ENSMUSG00000051344	ENSDARG00000030633	ENSGT00550000074570
ENSMUSG00000049882	ENSDARG00000060021	ENSGT00550000074572
ENSMUSG00000046828	ENSDARG00000016343	ENSGT00550000074572
ENSMUSG00000025956	ENSDARG00000012051	ENSGT00550000074572
ENSMUSG00000006931	ENSDARG00000057946	ENSGT00550000074573
ENSMUSG00000032431	ENSDARG00000018010	ENSGT00550000074573
ENSMUSG00000028641	ENSDARG00000071212	ENSGT00550000074573
ENSMUSG00000038168	ENSDARG00000071448	ENSGT00550000074573
ENSMUSG00000023191	ENSDARG00000057879	ENSGT00550000074573
ENSMUSG00000030802	ENSDARG00000016904	ENSGT00550000074574
ENSMUSG00000006494	ENSDARG00000013128	ENSGT00550000074574
ENSMUSG00000019577	ENSDARG00000054848	ENSGT00550000074574
ENSMUSG00000048118	ENSDARG00000043873	ENSGT00550000074575
ENSMUSG00000039219	ENSDARG00000090656	ENSGT00550000074575
ENSMUSG00000019564	ENSDARG00000070843	ENSGT00550000074575
ENSMUSG00000021359	ENSDARG00000059279	ENSGT00550000074577
ENSMUSG00000042477	ENSDARG00000008861	ENSGT00550000074577
ENSMUSG00000028640	ENSDARG00000040606	ENSGT00550000074577
ENSMUSG00000019888	ENSDARG00000041791	ENSGT00550000074578
ENSMUSG00000026110	ENSDARG00000063330	ENSGT00550000074578
ENSMUSG00000036620	ENSDARG00000004115	ENSGT00550000074578
ENSMUSG00000035057	ENSDARG00000079103	ENSGT00550000074578
ENSMUSG00000019861	ENSDARG00000023117	ENSGT00550000074581
ENSMUSG00000041308	ENSDARG00000051763	ENSGT00550000074581
ENSMUSG00000060429	ENSDARG00000041729	ENSGT00550000074581
ENSMUSG00000027488	ENSDARG00000090781	ENSGT00550000074581
ENSMUSG00000020672	ENSDARG00000059425	ENSGT00550000074581
ENSMUSG00000025909	ENSDARG00000061832	ENSGT00550000074581
ENSMUSG00000019906	ENSDARG00000013414	ENSGT00550000074582
ENSMUSG00000015668	ENSDARG00000053194	ENSGT00550000074582
ENSMUSG00000020528	ENSDARG00000019326	ENSGT00550000074583
ENSMUSG00000035226	ENSDARG00000059523	ENSGT00550000074588
ENSMUSG00000032890	ENSDARG00000062305	ENSGT00550000074588
ENSMUSG00000027603	ENSDARG00000091528	ENSGT00550000074591
ENSMUSG00000052727	ENSDARG00000060434	ENSGT00550000074593
ENSMUSG00000027804	ENSDARG00000087128	ENSGT00550000074595
ENSMUSG00000078451	ENSDARG00000042157	ENSGT00550000074595
ENSMUSG00000032525	ENSDARG00000059097	ENSGT00550000074595
ENSMUSG00000042133	ENSDARG00000044431	ENSGT00550000074595
ENSMUSG00000031788	ENSDARG00000054978	ENSGT00550000074610
ENSMUSG00000001036	ENSDARG00000008377	ENSGT00550000074611
ENSMUSG00000028702	ENSDARG00000018623	ENSGT00550000074619
ENSMUSG00000078773	ENSDARG00000092134	ENSGT00550000074619
ENSMUSG00000031229	ENSDARG00000042236	ENSGT00550000074619
ENSMUSG00000022911	ENSDARG00000012763	ENSGT00550000074639
ENSMUSG00000052549	ENSDARG00000052575	ENSGT00550000074639
ENSMUSG00000038671	ENSDARG00000057857	ENSGT00550000074639
ENSMUSG00000026926	ENSDARG00000070566	ENSGT00550000074666
ENSMUSG00000039000	ENSDARG00000035978	ENSGT00550000074668
ENSMUSG00000029577	ENSDARG00000061960	ENSGT00550000074668
ENSMUSG00000028982	ENSDARG00000039931	ENSGT00550000074670
ENSMUSG00000034171	ENSDARG00000077764	ENSGT00550000074673
ENSMUSG00000041650	ENSDARG00000028982	ENSGT00550000074675
ENSMUSG00000027709	ENSDARG00000054046	ENSGT00550000074675
ENSMUSG00000039092	ENSDARG00000030743	ENSGT00550000074678
ENSMUSG00000028527	ENSDARG00000006546	ENSGT00550000074679
ENSMUSG00000024782	ENSDARG00000058226	ENSGT00550000074679
ENSMUSG00000026807	ENSDARG00000030961	ENSGT00550000074679
ENSMUSG00000033216	ENSDARG00000004696	ENSGT00550000074682
ENSMUSG00000036764	ENSDARG00000086691	ENSGT00550000074688
ENSMUSG00000034278	ENSDARG00000026561	ENSGT00550000074688
ENSMUSG00000028187	ENSDARG00000005738	ENSGT00550000074691
ENSMUSG00000052812	ENSDARG00000060537	ENSGT00550000074694
ENSMUSG00000022360	ENSDARG00000076590	ENSGT00550000074694
ENSMUSG00000056367	ENSDARG00000008790	ENSGT00550000074695
ENSMUSG00000020386	ENSDARG00000068600	ENSGT00550000074696
ENSMUSG00000029017	ENSDARG00000016979	ENSGT00550000074701
ENSMUSG00000025651	ENSDARG00000052304	ENSGT00550000074701
ENSMUSG00000020532	ENSDARG00000078512	ENSGT00550000074703
ENSMUSG00000000916	ENSDARG00000043209	ENSGT00550000074709
ENSMUSG00000042354	ENSDARG00000006219	ENSGT00550000074731
ENSMUSG00000025266	ENSDARG00000020595	ENSGT00550000074731
ENSMUSG00000022550	ENSDARG00000075405	ENSGT00550000074734
ENSMUSG00000021044	ENSDARG00000062561	ENSGT00550000074734
ENSMUSG00000066232	ENSDARG00000035751	ENSGT00550000074736
ENSMUSG00000004929	ENSDARG00000013776	ENSGT00550000074738
ENSMUSG00000021710	ENSDARG00000019233	ENSGT00550000074738
ENSMUSG00000003762	ENSDARG00000011955	ENSGT00550000074739
ENSMUSG00000063810	ENSDARG00000074779	ENSGT00550000074751
ENSMUSG00000036743	ENSDARG00000010965	ENSGT00550000074753
ENSMUSG00000038845	ENSDARG00000057414	ENSGT00550000074770
ENSMUSG00000030138	ENSDARG00000054154	ENSGT00550000074774
ENSMUSG00000029596	ENSDARG00000074698	ENSGT00550000074775
ENSMUSG00000027227	ENSDARG00000053405	ENSGT00550000074781
ENSMUSG00000025613	ENSDARG00000008243	ENSGT00550000074783
ENSMUSG00000028607	ENSDARG00000038618	ENSGT00550000074786
ENSMUSG00000063550	ENSDARG00000074955	ENSGT00550000074799
ENSMUSG00000034259	ENSDARG00000088210	ENSGT00550000074804
ENSMUSG00000038563	ENSDARG00000079672	ENSGT00550000074806
ENSMUSG00000020608	ENSDARG00000058719	ENSGT00550000074816
ENSMUSG00000043410	ENSDARG00000068922	ENSGT00550000074822
ENSMUSG00000013662	ENSDARG00000056609	ENSGT00550000074823
ENSMUSG00000021486	ENSDARG00000057423	ENSGT00550000074825
ENSMUSG00000021832	ENSDARG00000037038	ENSGT00550000074826
ENSMUSG00000030007	ENSDARG00000007385	ENSGT00550000074832
ENSMUSG00000022751	ENSDARG00000017590	ENSGT00550000074838
ENSMUSG00000031948	ENSDARG00000044220	ENSGT00550000074841
ENSMUSG00000020952	ENSDARG00000000779	ENSGT00550000074845
ENSMUSG00000022313	ENSDARG00000028249	ENSGT00550000074848
ENSMUSG00000028312	ENSDARG00000017744	ENSGT00550000074857
ENSMUSG00000026355	ENSDARG00000057683	ENSGT00550000074860
ENSMUSG00000026427	ENSDARG00000012929	ENSGT00550000074865
ENSMUSG00000019863	ENSDARG00000032704	ENSGT00550000074866
ENSMUSG00000021468	ENSDARG00000042995	ENSGT00550000074872
ENSMUSG00000062937	ENSDARG00000037261	ENSGT00550000074874
ENSMUSG00000068039	ENSDARG00000017891	ENSGT00550000074878
ENSMUSG00000026356	ENSDARG00000070043	ENSGT00550000074880
ENSMUSG00000002718	ENSDARG00000006963	ENSGT00550000074884
ENSMUSG00000057880	ENSDARG00000006031	ENSGT00550000074885
ENSMUSG00000024370	ENSDARG00000044484	ENSGT00550000074886
ENSMUSG00000021666	ENSDARG00000005561	ENSGT00550000074890
ENSMUSG00000006678	ENSDARG00000045308	ENSGT00550000074891
ENSMUSG00000024587	ENSDARG00000061100	ENSGT00550000074893
ENSMUSG00000032215	ENSDARG00000040439	ENSGT00550000074895
ENSMUSG00000053119	ENSDARG00000038064	ENSGT00550000074896
ENSMUSG00000005493	ENSDARG00000075826	ENSGT00550000074897
ENSMUSG00000001440	ENSDARG00000008680	ENSGT00550000074898
ENSMUSG00000031878	ENSDARG00000011301	ENSGT00550000074901
ENSMUSG00000020744	ENSDARG00000079990	ENSGT00550000074902
ENSMUSG00000028869	ENSDARG00000053225	ENSGT00550000074905
ENSMUSG00000020648	ENSDARG00000006567	ENSGT00550000074907
ENSMUSG00000004788	ENSDARG00000041397	ENSGT00550000074908
ENSMUSG00000022401	ENSDARG00000007916	ENSGT00550000074909
ENSMUSG00000026618	ENSDARG00000044134	ENSGT00550000074910
ENSMUSG00000027774	ENSDARG00000063624	ENSGT00550000074911
ENSMUSG00000060073	ENSDARG00000086618	ENSGT00550000074912
ENSMUSG00000023932	ENSDARG00000043797	ENSGT00550000074922
ENSMUSG00000052997	ENSDARG00000077024	ENSGT00550000074924
ENSMUSG00000064037	ENSDARG00000043928	ENSGT00550000074926
ENSMUSG00000020459	ENSDARG00000063213	ENSGT00550000074932
ENSMUSG00000015994	ENSDARG00000037665	ENSGT00550000074935
ENSMUSG00000032042	ENSDARG00000061124	ENSGT00550000074936
ENSMUSG00000001056	ENSDARG00000069422	ENSGT00550000074939
ENSMUSG00000029208	ENSDARG00000029088	ENSGT00550000074940
ENSMUSG00000036632	ENSDARG00000061235	ENSGT00550000074941
ENSMUSG00000029464	ENSDARG00000069525	ENSGT00550000074942
ENSMUSG00000028577	ENSDARG00000042728	ENSGT00550000074944
ENSMUSG00000038335	ENSDARG00000007744	ENSGT00550000074945
ENSMUSG00000045100	ENSDARG00000058208	ENSGT00550000074950
ENSMUSG00000042487	ENSDARG00000055357	ENSGT00550000074952
ENSMUSG00000002763	ENSDARG00000070958	ENSGT00550000074953
ENSMUSG00000007739	ENSDARG00000013475	ENSGT00550000074956
ENSMUSG00000024943	ENSDARG00000044282	ENSGT00550000074963
ENSMUSG00000035704	ENSDARG00000044627	ENSGT00550000074967
ENSMUSG00000022945	ENSDARG00000056473	ENSGT00550000074968
ENSMUSG00000029389	ENSDARG00000009864	ENSGT00550000074969
ENSMUSG00000018995	ENSDARG00000062614	ENSGT00550000074970
ENSMUSG00000026709	ENSDARG00000060861	ENSGT00550000074971
ENSMUSG00000039771	ENSDARG00000035146	ENSGT00550000074975
ENSMUSG00000029701	ENSDARG00000025332	ENSGT00550000074976
ENSMUSG00000021243	ENSDARG00000041373	ENSGT00550000074979
ENSMUSG00000053289	ENSDARG00000061865	ENSGT00550000074980
ENSMUSG00000029480	ENSDARG00000062612	ENSGT00550000074985
ENSMUSG00000026127	ENSDARG00000054540	ENSGT00550000074987
ENSMUSG00000022234	ENSDARG00000045399	ENSGT00550000074988
ENSMUSG00000063931	ENSDARG00000018020	ENSGT00550000074992
ENSMUSG00000031826	ENSDARG00000076116	ENSGT00550000074994
ENSMUSG00000017999	ENSDARG00000091831	ENSGT00550000074997
ENSMUSG00000026020	ENSDARG00000058337	ENSGT00550000074998
ENSMUSG00000079614	ENSDARG00000004280	ENSGT00550000074999
ENSMUSG00000026096	ENSDARG00000000651	ENSGT00550000075001
ENSMUSG00000061286	ENSDARG00000040557	ENSGT00550000075002
ENSMUSG00000028114	ENSDARG00000070278	ENSGT00550000075003
ENSMUSG00000035845	ENSDARG00000041199	ENSGT00550000075005
ENSMUSG00000033970	ENSDARG00000055969	ENSGT00550000075006
ENSMUSG00000052833	ENSDARG00000010487	ENSGT00550000075007
ENSMUSG00000029145	ENSDARG00000014004	ENSGT00550000075009
ENSMUSG00000029283	ENSDARG00000023584	ENSGT00550000075011
ENSMUSG00000079469	ENSDARG00000022744	ENSGT00550000075012
ENSMUSG00000040354	ENSDARG00000034396	ENSGT00550000075017
ENSMUSG00000031901	ENSDARG00000077607	ENSGT00550000075019
ENSMUSG00000005370	ENSDARG00000011666	ENSGT00550000075024
ENSMUSG00000042670	ENSDARG00000045935	ENSGT00550000075025
ENSMUSG00000015747	ENSDARG00000061180	ENSGT00550000075028
ENSMUSG00000019214	ENSDARG00000058480	ENSGT00550000075029
ENSMUSG00000031068	ENSDARG00000031439	ENSGT00550000075030
ENSMUSG00000005907	ENSDARG00000076647	ENSGT00550000075032
ENSMUSG00000039740	ENSDARG00000070399	ENSGT00550000075033
ENSMUSG00000014769	ENSDARG00000009640	ENSGT00550000075035
ENSMUSG00000003438	ENSDARG00000031098	ENSGT00550000075036
ENSMUSG00000026201	ENSDARG00000037777	ENSGT00550000075037
ENSMUSG00000020935	ENSDARG00000061638	ENSGT00550000075038
ENSMUSG00000034022	ENSDARG00000034178	ENSGT00550000075040
ENSMUSG00000026806	ENSDARG00000035507	ENSGT00550000075041
ENSMUSG00000033373	ENSDARG00000027916	ENSGT00550000075042
ENSMUSG00000030298	ENSDARG00000054807	ENSGT00550000075049
ENSMUSG00000039183	ENSDARG00000055653	ENSGT00550000075057
ENSMUSG00000067148	ENSDARG00000039400	ENSGT00550000075060
ENSMUSG00000019738	ENSDARG00000040443	ENSGT00550000075063
ENSMUSG00000031862	ENSDARG00000029931	ENSGT00550000075064
ENSMUSG00000008373	ENSDARG00000095904	ENSGT00550000075069
ENSMUSG00000029363	ENSDARG00000035634	ENSGT00550000075072
ENSMUSG00000073792	ENSDARG00000017617	ENSGT00550000075073
ENSMUSG00000002319	ENSDARG00000041493	ENSGT00550000075074
ENSMUSG00000021102	ENSDARG00000043665	ENSGT00550000075082
ENSMUSG00000073609	ENSDARG00000060210	ENSGT00550000075086
ENSMUSG00000001569	ENSDARG00000060027	ENSGT00550000075087
ENSMUSG00000025155	ENSDARG00000089260	ENSGT00550000075089
ENSMUSG00000032288	ENSDARG00000069287	ENSGT00550000075090
ENSMUSG00000013997	ENSDARG00000070116	ENSGT00550000075099
ENSMUSG00000029599	ENSDARG00000016015	ENSGT00550000075100
ENSMUSG00000028540	ENSDARG00000078077	ENSGT00550000075105
ENSMUSG00000031807	ENSDARG00000021233	ENSGT00550000075110
ENSMUSG00000063362	ENSDARG00000031202	ENSGT00550000075118
ENSMUSG00000027522	ENSDARG00000003307	ENSGT00550000075126
ENSMUSG00000029504	ENSDARG00000025854	ENSGT00550000075141
ENSMUSG00000029642	ENSDARG00000037570	ENSGT00550000075160
ENSMUSG00000043668	ENSDARG00000073957	ENSGT00560000076898
ENSMUSG00000001415	ENSDARG00000041481	ENSGT00560000077120
ENSMUSG00000015749	ENSDARG00000054804	ENSGT00560000077130
ENSMUSG00000032249	ENSDARG00000006487	ENSGT00560000077130
ENSMUSG00000028333	ENSDARG00000023330	ENSGT00560000077130
ENSMUSG00000029722	ENSDARG00000069334	ENSGT00560000077249
ENSMUSG00000043782	ENSDARG00000052427	ENSGT00560000077255
ENSMUSG00000032258	ENSDARG00000076153	ENSGT00560000077266
ENSMUSG00000028737	ENSDARG00000038207	ENSGT00560000077335
ENSMUSG00000038644	ENSDARG00000027689	ENSGT00560000077365
ENSMUSG00000095440	ENSDARG00000057062	ENSGT00570000078874
ENSMUSG00000035455	ENSDARG00000016427	ENSGT00570000078874
ENSMUSG00000062007	ENSDARG00000042908	ENSGT00570000079047
ENSMUSG00000057236	ENSDARG00000029058	ENSGT00570000079069
